Дата / Дата / Дата / Дата / Дата / 1,Дефицит (+)/ профицит (-) ликвидности / Дефицит (+)/ профицит (-) ликвидности / Дефицит (+)/ профицит (-) ликвидности / Дефицит (+)/ профицит (-) ликвидности / Дефицит (+)/ профицит (-) ликвидности / 2 = 4 - 9 + 13 - 14 + 15,Дефицит (+)/ профицит (-) ликвидности без учета корсчетов / Дефицит (+)/ профицит (-) ликвидности без учета корсчетов / Дефицит (+)/ профицит (-) ликвидности без учета корсчетов / Дефицит (+)/ профицит (-) ликвидности без учета корсчетов / Дефицит (+)/ профицит (-) ликвидности без учета корсчетов / 3 = 4 - 9 + 13,в том числе / стандартные инструменты денежно-кредитной политики / требования Банка России к кредитным организациям / требования Банка России к кредитным организациям / требования Банка России к кредитным организациям / 4 = 5 + 6 + 7 + 8,в том числе / стандартные инструменты денежно-кредитной политики / в том числе / аукционы / репо и «валютный своп»** / 5,в том числе / стандартные инструменты денежно-кредитной политики / в том числе / аукционы / обеспеченные кредиты / 6,в том числе / стандартные инструменты денежно-кредитной политики / в том числе / операции постоянного действия / репо и «валютный своп»** / 7,в том числе / стандартные инструменты денежно-кредитной политики / в том числе / операции постоянного действия / обеспеченные кредиты / 8,в том числе / стандартные инструменты денежно-кредитной политики / обязательства Банка России перед кредитными организациями / обязательства Банка России перед кредитными организациями / обязательства Банка России перед кредитными организациями / 9 = 10 + 11 + 12,в том числе / стандартные инструменты денежно-кредитной политики / в том числе / депозиты / аукционы / 10,в том числе / стандартные инструменты денежно-кредитной политики / в том числе / депозиты / операции постоянного действия / 11,в том числе / стандартные инструменты денежно-кредитной политики / в том числе / КОБР / КОБР / 12,"в том числе / операции на возвратной основе, не относящиеся к стандартным инструментам денежно-кредитной политики (в том числе ДМ)* / операции на возвратной основе, не относящиеся к стандартным инструментам денежно-кредитной политики (в том числе ДМ)* / операции на возвратной основе, не относящиеся к стандартным инструментам денежно-кредитной политики (в том числе ДМ)* / операции на возвратной основе, не относящиеся к стандартным инструментам денежно-кредитной политики (в том числе ДМ)* / 13",Справочно: / Средства банков на корсчетах в Банке России / Средства банков на корсчетах в Банке России / Средства банков на корсчетах в Банке России / Средства банков на корсчетах в Банке России / 14,"Справочно: / Обязательные резервы, подлежащие усреднению на корсчетах*** / Обязательные резервы, подлежащие усреднению на корсчетах*** / Обязательные резервы, подлежащие усреднению на корсчетах*** / Обязательные резервы, подлежащие усреднению на корсчетах*** / 15"
10.08.2017,-3438,-253,6189,0,0,5837,352,9688,7958,173,0,3247,"2 220,3","1 901,7"
09.08.2017,-341,-5794,5822,0,0,5756,66,"1 486,1","1 220,2",2659,0,3245,"1 326,1","1 871,4"
08.08.2017,-454,-3836,590,0,0,5752,147,"1 297,8",9149,3829,0,3242,"1 533,2","1 871,4"
07.08.2017,-23,-1453,5308,0,0,5166,142,"1 000,5",6327,3678,0,3244,"1 749,1","1 871,4"
04.08.2017,-1812,-708,4675,0,0,4532,143,8655,6327,2328,0,3272,"1 981,8","1 871,4"
03.08.2017,578,-266,4398,0,0,4256,143,7937,6327,161,0,3273,"1 787,1","1 871,4"
02.08.2017,-27,533,4103,0,0,4045,58,6869,5196,1673,0,3299,"1 927,4","1 871,4"
01.08.2017,751,387,4104,0,0,3961,143,7017,5196,1821,0,330,1 835,"1 871,4"
31.07.2017,-255,-375,3034,0,0,2852,183,6702,5196,1506,0,3292,"1 859,4","1 871,4"
28.07.2017,-535,-728,2733,0,0,2634,10,6744,5196,1548,0,3282,"1 852,1","1 871,4"
27.07.2017,-935,-815,2709,0,0,2609,10,6807,5196,1611,0,3283,"1 883,5","1 871,4"
26.07.2017,141,-146,2892,0,0,2759,132,7631,5989,1642,0,3279,"1 711,3","1 871,4"
25.07.2017,-462,-2238,2205,0,0,2063,143,7714,5989,1725,0,327,"2 109,6","1 871,4"
24.07.2017,-5979,-2246,2109,0,0,2051,58,7628,5989,1639,0,3273,"2 244,8","1 871,4"
21.07.2017,-5952,-2177,220,0,0,2142,58,7642,5989,1654,0,3265,"2 248,9","1 871,4"
20.07.2017,-5369,-2303,2058,0,0,1936,122,7626,5989,1637,0,3264,2 178,"1 871,4"
19.07.2017,-6222,-2183,1734,0,0,1646,88,7161,540,1761,0,3244,"2 275,3","1 871,4"
18.07.2017,-464,-1974,2224,0,0,205,174,7436,540,2036,0,3237,2 138,"1 871,4"
17.07.2017,-4825,-1443,2311,0,0,2223,88,6988,540,1588,0,3234,"2 209,6","1 871,4"
14.07.2017,-3242,-1613,2183,0,0,2095,88,7021,540,1621,0,3225,"2 034,3","1 871,4"
13.07.2017,-3919,-1952,1827,0,0,174,88,7001,540,1601,0,3222,"2 068,1","1 871,4"
12.07.2017,-223,-5259,1351,0,0,1264,88,9757,713,2627,0,3147,"1 558,5","1 861,4"
11.07.2017,-543,-4792,81,0,0,723,88,8792,500,3792,0,319,"1 925,2","1 861,4"
10.07.2017,-7542,-2892,516,0,0,427,89,6616,500,1616,0,3208,"2 326,4","1 861,4"
07.07.2017,-581,-294,523,0,0,435,88,6664,500,1664,0,3201,"2 148,4","1 861,4"
06.07.2017,-4716,-2755,655,0,0,567,88,6605,500,1605,0,3195,"2 057,5","1 861,4"
05.07.2017,-3575,-258,631,0,0,544,88,6414,4697,1717,0,3203,"1 960,9","1 861,4"
04.07.2017,-2965,-2407,80,0,0,712,88,6411,4697,1714,0,3205,"1 917,3","1 861,4"
03.07.2017,-358,-2218,1162,0,0,1032,13,6584,4697,1887,0,3204,"1 675,4","1 861,4"
30.06.2017,-1796,-2319,86,0,0,772,88,6376,4697,1679,0,3197,"1 809,1","1 861,4"
29.06.2017,-1266,-2383,794,0,0,707,88,6364,4697,1667,0,3187,"1 749,7","1 861,4"
28.06.2017,-244,-1534,1051,0,0,964,88,5779,410,1679,0,3194,1 952,"1 861,4"
27.06.2017,-807,-1663,829,0,0,742,88,5689,410,1589,0,3197,"1 775,9","1 861,4"
26.06.2017,-613,-2193,722,0,0,635,88,6111,410,2011,0,3195,"2 255,1","1 861,4"
23.06.2017,-6908,-1446,829,0,0,746,83,5465,410,1365,0,319,"2 407,6","1 861,4"
22.06.2017,-6802,-1699,801,0,0,743,58,5678,410,1578,0,3178,"2 371,7","1 861,4"
21.06.2017,-6973,-3449,776,0,0,718,58,7399,590,1499,0,3175,"2 213,8","1 861,4"
20.06.2017,-4326,-3548,696,0,0,638,58,7421,590,1521,0,3176,"1 939,2","1 861,4"
19.06.2017,-3772,-3794,419,0,0,361,58,7394,590,1494,0,3181,"1 859,2","1 861,4"
16.06.2017,-3429,-398,27,0,0,209,61,7425,590,1525,0,3174,"1 806,3","1 861,4"
15.06.2017,-4956,-4007,285,0,0,224,61,7442,590,1542,0,315,"1 956,3","1 861,4"
14.06.2017,-6102,-4855,27,0,0,209,61,8273,680,1473,0,3148,"1 986,1","1 861,4"
13.06.2017,-3797,-4949,166,0,0,105,61,8254,680,1454,0,3138,"1 746,2","1 861,4"
09.06.2017,-230,-4702,395,0,0,334,61,8234,680,1434,0,3137,"1 621,2","1 861,4"
08.06.2017,-2258,-4685,434,0,0,371,63,8255,680,1455,0,3136,"1 618,7","1 861,4"
07.06.2017,-4939,453,4754,0,0,4639,114,7433,590,1533,0,3132,"2 380,8","1 841,6"
06.06.2017,-4454,-2808,1554,0,0,1489,65,7493,590,1593,0,3131,"2 006,2","1 841,6"
05.06.2017,-2962,-3837,449,0,0,388,61,7414,590,1514,0,3128,"1 754,1","1 841,6"
02.06.2017,-2298,-400,275,0,0,199,77,7398,590,1498,0,3123,"1 671,4","1 841,6"
01.06.2017,-729,-4075,697,0,0,60,96,7871,590,1971,0,310,"1 507,1","1 841,6"
31.05.2017,-814,-2791,502,0,0,405,97,6384,490,1484,0,3091,1 644,"1 841,6"
30.05.2017,572,-2953,466,0,0,37,96,6506,490,1606,0,3087,"1 489,1","1 841,6"
29.05.2017,237,-2503,773,0,0,677,96,6371,490,1471,0,3095,"1 567,6","1 841,6"
26.05.2017,-414,-2527,742,0,0,617,126,6367,490,1467,0,3098,"1 630,3","1 841,6"
25.05.2017,-5804,-2596,679,0,0,583,96,6373,490,1473,0,3097,"2 162,4","1 841,6"
24.05.2017,-6238,-4588,689,0,0,593,96,837,630,207,0,3093,"2 006,7","1 841,6"
23.05.2017,-4519,-4194,688,0,0,592,96,7975,630,1675,0,3093,"1 874,1","1 841,6"
22.05.2017,-3938,-414,597,0,0,50,97,7857,630,1557,0,312,"1 821,5","1 841,6"
19.05.2017,-4978,-4086,625,0,0,529,96,7831,630,1531,0,3121,"1 930,9","1 841,6"
18.05.2017,-4808,-4057,638,0,0,539,99,7814,630,1514,0,3119,"1 916,7","1 841,6"
17.05.2017,-633,-1812,594,0,0,497,96,5518,3708,181,0,3112,"2 293,4","1 841,6"
16.05.2017,-5676,-1768,476,0,0,38,96,5353,3708,1645,0,3109,"2 232,4","1 841,6"
15.05.2017,-6912,-1812,469,0,0,373,96,5397,3708,1689,0,3116,"2 351,6","1 841,6"
12.05.2017,-8188,-1719,573,0,0,477,96,5409,3708,1701,0,3116,"2 488,5","1 841,6"
11.05.2017,-6966,-1779,855,0,0,757,98,5414,3708,1706,0,278,"2 360,3","1 841,6"
10.05.2017,-838,125,1311,0,0,1133,177,3834,190,1934,0,2648,"2 698,5","1 848,1"
05.05.2017,-4164,363,1035,0,0,938,97,378,190,188,0,3108,"2 300,7","1 848,1"
04.05.2017,-2837,-308,788,0,0,692,96,4198,190,2298,0,3101,"2 100,9","1 848,1"
03.05.2017,-1585,-193,833,0,0,737,96,5863,360,2263,0,310,"1 813,6","1 848,1"
02.05.2017,1441,813,4173,0,0,1558,2615,646,360,286,0,3099,"1 785,2","1 848,1"
28.04.2017,-1304,-1991,856,0,0,759,96,595,360,235,0,3103,"1 779,4","1 848,1"
27.04.2017,-1972,-2128,83,0,0,715,116,6051,360,2451,0,3093,"1 832,5","1 848,1"
26.04.2017,-757,-6939,833,0,0,717,116,"1 085,7",870,2157,0,3085,"1 229,9","1 848,1"
25.04.2017,-6045,-6511,841,0,0,726,115,"1 043,7",870,1737,0,3084,"1 801,4","1 848,1"
24.04.2017,-6883,-6411,817,0,0,677,14,"1 031,5",870,1615,0,3086,"1 895,3","1 848,1"
21.04.2017,-6625,-6418,857,0,0,717,141,"1 036,2",870,1662,0,3086,"1 868,7","1 848,1"
20.04.2017,-6154,-6472,776,0,0,637,139,"1 033,5",870,1635,0,3087,"1 816,3","1 848,1"
19.04.2017,-6677,-5779,90,0,0,761,139,9767,810,1667,0,3088,"1 937,8","1 848,1"
18.04.2017,-4458,-5792,908,0,0,769,139,9795,810,1695,0,3095,"1 714,6","1 848,1"
17.04.2017,-4791,-5966,925,0,0,786,14,9994,810,1894,0,3103,"1 730,6","1 848,1"
14.04.2017,-4934,-5601,988,0,0,849,139,9692,810,1592,0,3103,"1 781,4","1 848,1"
13.04.2017,-6797,-5477,1045,0,0,906,139,9621,810,1521,0,310,"1 980,1","1 848,1"
12.04.2017,-5275,-5007,2159,0,0,1918,241,"1 026,3",8569,1694,0,3097,"1 891,9","1 865,1"
11.04.2017,-6642,-7054,1146,0,0,1007,139,"1 129,5",9398,1897,0,3094,"1 823,9","1 865,1"
10.04.2017,-6259,-4769,1146,0,0,1007,139,9008,7498,151,0,3093,"2 014,1","1 865,1"
07.04.2017,-6064,-1877,1024,0,0,885,139,5995,3998,1997,0,3094,"2 283,8","1 865,1"
06.04.2017,-5993,-2346,402,0,0,268,134,5855,3998,1857,0,3107,"2 229,8","1 865,1"
05.04.2017,-4871,-1414,382,0,0,248,134,4908,3196,1712,0,3112,"2 210,8","1 865,1"
04.04.2017,-4217,-1139,471,0,0,337,134,473,3196,1534,0,312,"2 172,9","1 865,1"
03.04.2017,-1451,1338,3189,0,0,591,2598,494,3196,1745,0,3089,2 144,"1 865,1"
31.03.2017,-250,-1064,93,0,0,782,148,5103,3196,1908,0,311,"2 008,7","1 865,1"
30.03.2017,-592,-541,1146,0,0,968,178,4885,3196,1689,0,3197,"1 870,2","1 865,1"
29.03.2017,-147,-3211,1547,0,0,1334,213,7961,600,1961,0,3204,"1 558,7","1 865,1"
28.03.2017,-2175,-4046,898,0,0,699,199,815,600,215,0,3207,1 678,"1 865,1"
27.03.2017,-535,-4098,792,0,0,644,148,8096,600,2096,0,3206,"1 990,3","1 865,1"
24.03.2017,-585,-4206,707,0,0,559,149,8176,600,2176,0,3263,"2 029,5","1 865,1"
23.03.2017,-5994,-4169,727,0,0,612,114,8157,600,2157,0,3261,"2 047,6","1 865,1"
22.03.2017,-8633,-7237,427,0,0,314,113,"1 092,4",880,2124,0,326,"2 004,7","1 865,1"
21.03.2017,-6467,-7253,429,0,0,318,111,"1 095,9",880,2159,0,3277,"1 786,5","1 865,1"
20.03.2017,-703,-7134,436,0,0,324,111,"1 084,4",880,2044,0,3275,"1 854,7","1 865,1"
17.03.2017,-6198,-7272,383,0,0,273,11,"1 093,8",880,2138,0,3282,"1 757,7","1 865,1"
16.03.2017,-5843,-7158,373,0,0,246,127,"1 080,6",880,2006,0,3275,"1 733,6","1 865,1"
15.03.2017,-5413,-581,373,0,0,263,11,9458,780,1658,0,3274,"1 825,4","1 865,1"
14.03.2017,-7486,-5803,427,0,0,264,163,9498,780,1698,0,3268,"2 033,4","1 865,1"
13.03.2017,-769,-5847,41,0,0,30,11,9522,780,1722,0,3265,"2 049,4","1 865,1"
10.03.2017,-625,-5794,461,0,0,349,112,9506,780,1706,0,3251,"1 910,7","1 865,1"
09.03.2017,-6404,-5351,1068,0,0,936,132,9647,780,1847,0,3229,"1 970,4","1 865,1"
07.03.2017,-6768,-6696,411,0,0,292,12,"1 033,7",780,2537,0,323,"1 881,6","1 874,4"
06.03.2017,-7387,-5969,385,0,0,272,113,9578,780,1778,0,3224,"2 016,2","1 874,4"
03.03.2017,-3562,-573,613,0,0,502,111,9577,780,1777,0,3234,"1 657,5","1 874,4"
02.03.2017,-2979,-5692,74,0,0,628,111,9666,780,1866,0,3234,1 603,"1 874,4"
01.03.2017,09,157,4738,0,0,3077,1662,6369,440,1969,0,320,"2 030,4","1 874,4"
28.02.2017,-342,-2267,833,0,0,672,161,6298,440,1898,0,3198,"1 989,7","1 874,4"
27.02.2017,-8159,-2635,677,0,0,566,111,634,440,194,0,3028,"2 426,8","1 874,4"
22.02.2017,-8343,-6422,649,0,0,538,111,"1 023,7",870,1537,0,3166,"2 066,4","1 874,4"
21.02.2017,-8017,-6621,571,0,0,457,115,"1 036,5",870,1665,0,3173,2 014,"1 874,4"
20.02.2017,-709,-6563,545,0,0,43,115,"1 028,5",870,1585,0,3177,1 927,"1 874,4"
17.02.2017,-6823,-6547,522,0,0,403,119,"1 022,9",870,1529,0,316,1 902,"1 874,4"
16.02.2017,-5728,-6625,533,0,0,414,119,"1 031,5",870,1615,0,3157,"1 784,7","1 874,4"
15.02.2017,-5341,-5147,506,0,0,386,119,8813,710,1713,0,316,"1 893,7","1 874,4"
14.02.2017,-5614,-512,517,0,0,398,119,8791,710,1691,0,3154,"1 923,8","1 874,4"
13.02.2017,-4925,-5308,324,0,0,204,119,8786,710,1686,0,3154,1 836,"1 874,4"
10.02.2017,-4348,-5231,38,0,0,256,123,8808,710,1708,0,3198,"1 786,1","1 874,4"
09.02.2017,-3904,-5343,286,0,0,161,124,8826,710,1726,0,3198,"1 730,5","1 874,4"
08.02.2017,-3926,-221,2404,0,0,2241,164,7811,5933,1879,0,3196,"1 914,9","1 743,3"
07.02.2017,-4816,-2114,256,0,0,129,127,557,3184,2386,0,320,"2 013,4","1 743,3"
06.02.2017,-3387,-1909,25,0,0,125,125,5361,3184,2177,0,3202,"1 891,1","1 743,3"
03.02.2017,-125,-1938,256,0,0,122,133,5419,3184,2235,0,3225,"1 674,5","1 743,3"
02.02.2017,-899,-2043,273,0,0,139,133,5506,3184,2322,0,3191,"1 628,9","1 743,3"
01.02.2017,2582,143,7562,2702,0,742,4118,9354,710,2254,0,3222,"1 628,1","1 743,3"
31.01.2017,1144,-1471,4207,2702,0,1321,184,8896,710,1796,0,3218,"1 481,7","1 743,3"
30.01.2017,1532,-3902,1777,0,0,1605,172,8897,710,1797,0,3218,"1 199,8","1 743,3"
27.01.2017,1079,-4723,1068,0,0,893,174,8962,710,1862,0,3171,1 163,"1 743,3"
26.01.2017,3242,-4228,152,0,0,1364,155,8981,710,1881,0,3234,9963,"1 743,3"
25.01.2017,-4266,-3509,2647,0,205,414,183,938,720,218,0,3223,"1 818,9","1 743,3"
24.01.2017,-5523,-3553,2571,0,205,365,155,9338,720,2138,0,3214,"1 940,2","1 743,3"
23.01.2017,-7228,-3489,2586,0,205,381,155,9283,720,2083,0,3208,"2 117,2","1 743,3"
20.01.2017,-610,-4049,2557,0,205,278,229,9817,720,2617,0,3212,"1 948,4","1 743,3"
19.01.2017,-517,-3148,3315,0,205,111,155,9667,720,2467,0,3204,"1 945,5","1 743,3"
18.01.2017,-5067,-312,4357,0,205,2152,155,7874,5216,2658,0,3205,"2 218,7","1 743,3"
17.01.2017,-4612,126,4843,0,205,2638,155,7933,5216,2717,0,3216,"2 217,1","1 743,3"
16.01.2017,-529,282,4649,0,205,244,158,7578,5216,2362,0,3211,"2 300,5","1 743,3"
13.01.2017,-3795,3177,7507,0,2148,5202,157,7525,5216,2309,0,3195,"2 440,5","1 743,3"
12.01.2017,-3911,3383,7645,0,2148,5264,233,746,5216,2244,0,3198,"2 472,7","1 743,3"
11.01.2017,-3029,-5417,2565,0,2148,26,157,"1 116,5",3969,7196,0,3183,"1 526,8","1 765,6"
10.01.2017,3299,1322,8647,0,2156,6306,185,"1 056,7",3969,6598,0,3241,"1 567,9","1 765,6"
09.01.2017,4604,7361,1 258,0,2156,6317,4107,7852,3969,3883,0,2633,"2 041,3","1 765,6"
01.01.2017,6789,736,"1 258,6",0,2156,6317,4113,7852,3969,3883,0,2626,"1 822,7","1 765,6"
30.12.2016,8212,"1 247,4","1 572,8",0,2156,"1 095,9",2613,6492,3969,2523,0,3237,"2 191,8","1 765,6"
29.12.2016,5631,"1 169,6","1 517,2",0,2156,8047,4969,6615,3969,2646,0,3139,"2 372,1","1 765,6"
28.12.2016,6807,8219,"1 190,5",0,2156,9584,165,6817,410,2717,0,3131,"1 906,8","1 765,6"
27.12.2016,7297,"1 005,9","1 493,8",0,2156,8817,3965,6779,410,2679,0,1899,"2 041,8","1 765,6"
26.12.2016,3558,3165,7932,0,2156,5611,165,6684,410,2584,0,1916,"1 726,3","1 765,6"
23.12.2016,2098,3956,7666,0,2156,5356,154,6848,410,2748,0,3137,"1 951,4","1 765,6"
22.12.2016,1853,6169,9929,0,2156,7622,151,6855,410,2755,0,3094,"2 197,2","1 765,6"
21.12.2016,2201,9816,"1 225,9",0,2156,7524,2578,5366,290,2466,0,2923,"2 527,1","1 765,6"
20.12.2016,3758,9818,"1 267,8",0,2156,7593,2928,5322,290,2422,0,2462,"2 371,6","1 765,6"
19.12.2016,436,846,"1 179,5",0,2156,706,2578,5191,290,2291,0,1856,"2 175,6","1 765,6"
16.12.2016,-1772,6915,977,0,2156,5033,258,531,290,241,0,2456,"2 634,3","1 765,6"
15.12.2016,-76,531,7655,0,2156,4869,629,540,290,250,0,3055,"2 372,6","1 765,6"
14.12.2016,1758,5598,765,0,2156,4364,113,5024,253,2495,0,2972,"2 149,6","1 765,6"
13.12.2016,2507,412,6107,0,2156,3807,143,5044,253,2514,0,3057,"1 926,9","1 765,6"
12.12.2016,3586,1568,3147,0,2156,861,13,464,253,2111,0,3062,"1 563,8","1 765,6"
09.12.2016,3613,1485,3314,0,2156,1026,131,4871,253,2341,0,3042,"1 552,8","1 765,6"
08.12.2016,3264,1734,3755,0,2156,1469,13,506,253,253,0,3039,"1 593,7","1 746,7"
07.12.2016,-1381,479,4275,0,2156,1988,131,6473,3033,344,0,2677,"1 932,7","1 746,7"
06.12.2016,-896,2628,4849,0,2156,2456,237,5227,3033,2194,0,3005,"2 099,1","1 746,7"
05.12.2016,1921,3701,5856,0,2156,3503,196,5159,3033,2126,0,3005,"1 924,7","1 746,7"
02.12.2016,2549,3399,5592,0,2156,3249,186,5187,3033,2155,0,2995,"1 831,7","1 746,7"
01.12.2016,5575,8473,"1 174,2",0,2156,4379,5206,5279,3033,2246,0,2009,"2 036,5","1 746,7"
30.11.2016,3277,4793,6869,0,2156,451,203,5095,2989,2106,0,3019,"1 898,3","1 746,7"
29.11.2016,4413,5005,7356,0,2156,4996,203,5368,2989,2379,0,3018,"1 805,9","1 746,7"
28.11.2016,4729,1944,4152,0,2156,1764,231,5214,2989,2225,0,3007,"1 468,2","1 746,7"
25.11.2016,-245,805,3681,0,2156,1305,22,588,2989,289,0,3003,"1 851,7","1 746,7"
24.11.2016,-1611,95,3667,0,2156,1281,23,5717,2989,2727,0,2999,"2 002,8","1 746,7"
23.11.2016,-1496,1214,3993,0,2156,1611,226,5773,310,2673,0,2994,"2 017,7","1 746,7"
22.11.2016,-1559,978,364,0,2156,1258,226,5661,310,2561,0,2999,"2 000,4","1 746,7"
21.11.2016,-1338,895,3535,0,2156,1153,226,5615,310,2515,0,2975,1 970,"1 746,7"
18.11.2016,-254,1014,3638,0,2156,1245,237,5612,310,2512,0,2988,"1 873,5","1 746,7"
17.11.2016,-78,855,3667,0,2156,1282,229,575,310,265,0,2938,1 840,"1 746,7"
16.11.2016,-103,-749,345,0,2156,1048,246,7186,4967,2219,0,2987,"1 774,8","1 746,7"
15.11.2016,-2081,-1415,3049,0,2156,658,234,7437,4967,2469,0,2973,"1 813,3","1 746,7"
14.11.2016,-2096,-1143,3023,0,2156,632,234,7127,4967,216,0,2961,1 842,"1 746,7"
11.11.2016,-1424,-1305,3025,0,2156,614,255,7287,4967,232,0,2957,"1 758,6","1 746,7"
10.11.2016,-1231,-1745,2963,0,2156,57,237,766,4967,2693,0,2951,1 710,"1 761,4"
09.11.2016,-172,-8556,3007,0,2156,542,309,"1 427,6",9345,493,0,2713,"1 077,8","1 761,4"
08.11.2016,-323,-5786,2925,0,2156,532,236,"1 164,9",6216,5432,0,2937,"1 215,1","1 761,4"
07.11.2016,-267,-416,2957,0,2157,554,246,6138,2516,3621,0,2764,"1 746,5","1 761,4"
03.11.2016,779,333,3055,0,2157,561,337,5653,2516,3137,0,293,"1 716,8","1 761,4"
02.11.2016,-165,991,3069,0,2157,571,341,442,2018,2402,0,2342,1 877,"1 761,4"
01.11.2016,4432,6065,8116,0,2157,2913,3046,4996,2018,2978,0,2945,"1 924,7","1 761,4"
31.10.2016,3834,2221,3191,0,2157,75,284,3903,2018,1885,0,2932,"1 600,1","1 761,4"
28.10.2016,2659,1844,3153,0,2157,715,282,4216,2018,2198,0,2906,"1 679,9","1 761,4"
27.10.2016,2367,2167,3342,0,2157,915,27,4079,2018,206,0,2903,"1 741,4","1 761,4"
26.10.2016,4423,203,3148,0,2157,704,287,402,2226,1794,0,2902,"1 522,1","1 761,4"
25.10.2016,-371,2176,3307,0,2162,819,326,409,2226,1863,0,2959,"2 016,1","1 761,4"
24.10.2016,-1844,2189,3226,0,2162,804,26,4037,2226,1811,0,300,"2 164,7","1 761,4"
21.10.2016,583,1987,3209,0,2162,787,26,4215,2226,1989,0,2993,"1 901,8","1 761,4"
20.10.2016,748,2987,4241,0,2162,1818,26,4244,2226,2018,0,2991,"1 985,3","1 761,4"
19.10.2016,-237,2739,3379,0,2162,95,266,3619,140,2219,0,298,2 059,"1 761,4"
18.10.2016,461,3381,3673,0,2162,1239,271,3273,140,1873,0,2982,"2 053,4","1 761,4"
17.10.2016,308,3503,3715,0,2162,1281,271,3175,140,1775,0,2962,"2 080,9","1 761,4"
14.10.2016,3386,4392,4897,0,2162,2443,292,3479,140,2079,0,2974,1 862,"1 761,4"
13.10.2016,2949,3857,4377,0,2162,1922,293,3498,140,2098,0,2977,"1 852,2","1 761,4"
12.10.2016,-174,2329,4034,0,2162,1579,293,4645,2771,1874,0,294,"2 168,3","1 761,4"
11.10.2016,-912,2853,4543,0,2162,2081,30,4629,2771,1858,0,2939,"2 137,9","1 761,4"
10.10.2016,-867,2548,4199,0,2162,1743,293,4595,2771,1824,0,2945,"2 102,9","1 761,4"
07.10.2016,1144,2507,4197,0,2162,1717,318,4631,2771,186,0,2941,"1 897,7","1 761,4"
06.10.2016,1259,223,398,0,2162,1453,364,4705,2771,1934,0,2956,"1 857,1",1 760
05.10.2016,1544,1166,4201,0,2162,1715,324,5983,2742,3241,0,2949,"1 722,2",1 760
04.10.2016,2284,4024,6475,0,2162,1905,2407,4771,180,2971,0,232,1 934,1 760
03.10.2016,2224,6872,"1 010,2",0,2162,4585,3355,5547,180,3747,0,2316,"2 224,8",1 760
30.09.2016,238,5679,7609,0,2162,315,2296,464,180,284,0,2711,"2 089,9",1 760
29.09.2016,406,5656,7072,0,2162,3102,1808,4354,180,2554,0,2938,"1 919,6",1 760
28.09.2016,6842,"1 078,2","1 128,1",6184,2162,159,2777,3447,0,3447,0,2947,2 154,1 760
27.09.2016,7726,"1 329,3","1 361,2",6205,2162,165,5079,3244,0,3244,0,2926,"2 316,7",1 760
26.09.2016,3806,8823,9496,6205,2162,15,979,3589,0,3589,0,2915,"2 261,7",1 760
23.09.2016,2462,"1 004,2","1 058,2",6209,2162,443,1768,3451,0,3451,0,2911,2 518,1 760
22.09.2016,2382,"1 037,2","1 081,1",6212,2162,468,1968,3356,0,3356,0,2917,2 559,1 760
21.09.2016,3363,6588,9476,0,2162,3544,3769,5799,400,1799,0,2912,"2 082,5",1 760
20.09.2016,392,6473,9379,0,2162,3649,3568,5817,400,1817,0,291,"2 015,3",1 760
19.09.2016,5421,144,4483,0,2162,2053,268,5953,400,1953,0,2911,"1 361,9",1 760
16.09.2016,485,1772,4789,0,2162,2378,249,5918,400,1918,0,2901,"1 452,2",1 760
15.09.2016,4212,933,4023,0,2162,161,251,6008,400,2008,0,2917,"1 432,1",1 760
14.09.2016,3831,2252,3778,0,2162,1357,258,4434,190,2534,0,2908,"1 602,1",1 760
13.09.2016,3607,2314,3907,0,2162,1503,241,4499,190,2599,0,2906,"1 630,7",1 760
12.09.2016,4082,1774,3426,0,2162,1022,242,4555,190,2655,0,2903,"1 529,2",1 760
09.09.2016,4222,3168,492,0,2162,252,238,4653,190,2753,0,2901,"1 654,6",1 760
08.09.2016,1866,2105,3774,0,2162,1374,238,4567,190,2667,0,2898,"1 549,4","1 525,5"
07.09.2016,-39,486,371,0,2162,1279,269,6122,2968,3154,0,2898,"1 613,1","1 525,5"
06.09.2016,1053,1113,3863,0,2162,1461,24,5638,2968,2669,0,2888,"1 531,5","1 525,5"
05.09.2016,149,137,3676,0,2162,1274,24,5197,2208,2989,0,289,"1 513,5","1 525,5"
02.09.2016,3323,1292,3742,0,2162,134,24,534,2208,3132,0,289,"1 322,4","1 525,5"
01.09.2016,4968,6241,9228,0,2162,3625,3441,5872,2208,3664,0,2886,"1 652,8","1 525,5"
31.08.2016,4259,5163,5806,3207,2162,193,244,3509,0,3509,0,2866,"1 615,9","1 525,5"
30.08.2016,4483,5093,5822,3207,2162,215,238,3586,0,3586,0,2856,"1 586,5","1 525,5"
29.08.2016,4386,5236,5796,3207,2162,184,243,3425,0,3425,0,2865,"1 610,5","1 525,5"
26.08.2016,5652,5095,5881,3207,2162,217,296,3642,0,3642,0,2856,"1 469,8","1 525,5"
25.08.2016,175,466,5907,3207,2195,207,298,4102,0,4102,0,2854,"1 816,5","1 525,5"
24.08.2016,-88,3238,4425,1002,2195,987,241,4038,0,4038,0,285,"1 858,1","1 525,5"
23.08.2016,417,3309,437,1002,2195,914,258,3905,0,3905,0,2844,"1 814,7","1 525,5"
22.08.2016,653,3666,4541,1002,2195,1101,243,3715,0,3715,0,284,"1 826,8","1 525,5"
